Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000105,Ashford,E02004996,Ashford001,210000,1700,880
E07000105,Ashford,E02004997,Ashford002,295000,4750,850
E07000105,Ashford,E02004998,Ashford003,210000,1700,920
E07000105,Ashford,E02004999,Ashford004,169000,880,790
E07000105,Ashford,E02005000,Ashford005,140000,300,730
E07000105,Ashford,E02005001,Ashford006,200000,1500,840
E07000105,Ashford,E02005002,Ashford007,160000,700,690
E07000105,Ashford,E02005003,Ashford008,164000,780,720
E07000105,Ashford,E02005004,Ashford009,180000,1100,880
E07000105,Ashford,E02005005,Ashford010,230000,2100,890
E07000105,Ashford,E02005006,Ashford011,285000,4250,870
E07000105,Ashford,E02005007,Ashford012,207000,1640,830
E07000105,Ashford,E02005008,Ashford013,255000,2750,750
E07000105,Ashford,E02005009,Ashford014,240000,2300,840
