Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000009,Pembrokeshire,W02000126,Pembrokeshire001,130000,100,620
W06000009,Pembrokeshire,W02000127,Pembrokeshire002,125000,0,590
W06000009,Pembrokeshire,W02000128,Pembrokeshire003,159000,680,690
W06000009,Pembrokeshire,W02000129,Pembrokeshire004,139995,300,710
W06000009,Pembrokeshire,W02000130,Pembrokeshire005,92000,0,590
W06000009,Pembrokeshire,W02000131,Pembrokeshire006,103000,0,610
W06000009,Pembrokeshire,W02000132,Pembrokeshire007,140000,300,670
W06000009,Pembrokeshire,W02000133,Pembrokeshire008,125000,0,630
W06000009,Pembrokeshire,W02000134,Pembrokeshire009,120000,0,630
W06000009,Pembrokeshire,W02000135,Pembrokeshire010,83000,0,550
W06000009,Pembrokeshire,W02000136,Pembrokeshire011,163000,760,610
W06000009,Pembrokeshire,W02000137,Pembrokeshire012,75000,0,530
W06000009,Pembrokeshire,W02000138,Pembrokeshire013,93000,0,540
W06000009,Pembrokeshire,W02000139,Pembrokeshire014,136500,230,640
W06000009,Pembrokeshire,W02000140,Pembrokeshire015,100000,0,550
W06000009,Pembrokeshire,W02000141,Pembrokeshire016,160000,700,610
