Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E06000004,Stockton-on-Tees,E02002535,Stockton-on-Tees001,108000,0,770
E06000004,Stockton-on-Tees,E02002536,Stockton-on-Tees002,83950,0,570
E06000004,Stockton-on-Tees,E02002537,Stockton-on-Tees003,58000,0,560
E06000004,Stockton-on-Tees,E02002538,Stockton-on-Tees004,88500,0,610
E06000004,Stockton-on-Tees,E02002539,Stockton-on-Tees005,155500,610,880
E06000004,Stockton-on-Tees,E02002540,Stockton-on-Tees006,120000,0,740
E06000004,Stockton-on-Tees,E02002541,Stockton-on-Tees007,79000,0,630
E06000004,Stockton-on-Tees,E02002542,Stockton-on-Tees008,72500,0,560
E06000004,Stockton-on-Tees,E02002543,Stockton-on-Tees009,84998,0,500
E06000004,Stockton-on-Tees,E02002544,Stockton-on-Tees010,69125,0,490
E06000004,Stockton-on-Tees,E02002545,Stockton-on-Tees011,105000,0,740
E06000004,Stockton-on-Tees,E02002546,Stockton-on-Tees012,60000,0,530
E06000004,Stockton-on-Tees,E02002547,Stockton-on-Tees013,129500,90,670
E06000004,Stockton-on-Tees,E02002548,Stockton-on-Tees014,80000,0,440
E06000004,Stockton-on-Tees,E02002549,Stockton-on-Tees015,120000,0,710
E06000004,Stockton-on-Tees,E02002550,Stockton-on-Tees016,90000,0,710
E06000004,Stockton-on-Tees,E02002551,Stockton-on-Tees017,56000,0,480
E06000004,Stockton-on-Tees,E02002552,Stockton-on-Tees018,99500,0,570
E06000004,Stockton-on-Tees,E02002553,Stockton-on-Tees019,85000,0,560
E06000004,Stockton-on-Tees,E02002554,Stockton-on-Tees020,60000,0,490
E06000004,Stockton-on-Tees,E02002555,Stockton-on-Tees021,137000,240,770
E06000004,Stockton-on-Tees,E02002556,Stockton-on-Tees022,144700,394,920
E06000004,Stockton-on-Tees,E02002557,Stockton-on-Tees023,155000,600,950
E06000004,Stockton-on-Tees,E02002558,Stockton-on-Tees024,150000,500,820
