Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E09000020,Kensington and Chelsea,E02000577,KensingtonandChelsea001,450000,12500,690
E09000020,Kensington and Chelsea,E02000578,KensingtonandChelsea002,455000,12750,670
E09000020,Kensington and Chelsea,E02000579,KensingtonandChelsea003,459000,12950,900
E09000020,Kensington and Chelsea,E02000580,KensingtonandChelsea004,515000,15750,910
E09000020,Kensington and Chelsea,E02000581,KensingtonandChelsea005,475000,13750,700
E09000020,Kensington and Chelsea,E02000582,KensingtonandChelsea006,702500,25125,1230
E09000020,Kensington and Chelsea,E02000583,KensingtonandChelsea007,855000,32750,1290
E09000020,Kensington and Chelsea,E02000584,KensingtonandChelsea008,832500,31625,1380
E09000020,Kensington and Chelsea,E02000585,KensingtonandChelsea009,765650,28283,1130
E09000020,Kensington and Chelsea,E02000586,KensingtonandChelsea010,1170000,60750,1350
E09000020,Kensington and Chelsea,E02000587,KensingtonandChelsea011,1200000,63750,1240
E09000020,Kensington and Chelsea,E02000588,KensingtonandChelsea012,1195000,63250,1290
E09000020,Kensington and Chelsea,E02000589,KensingtonandChelsea013,655000,22750,1100
E09000020,Kensington and Chelsea,E02000590,KensingtonandChelsea014,542600,17130,940
E09000020,Kensington and Chelsea,E02000591,KensingtonandChelsea015,890000,34500,880
E09000020,Kensington and Chelsea,E02000592,KensingtonandChelsea016,1088900,52640,1360
E09000020,Kensington and Chelsea,E02000593,KensingtonandChelsea017,665000,23250,1070
E09000020,Kensington and Chelsea,E02000594,KensingtonandChelsea018,820000,31000,1220
E09000020,Kensington and Chelsea,E02000595,KensingtonandChelsea019,818000,30900,1150
E09000020,Kensington and Chelsea,E02000596,KensingtonandChelsea020,730000,26500,1320
E09000020,Kensington and Chelsea,E02000597,KensingtonandChelsea021,595000,19750,870
