Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000052,West Dorset,E02004269,WestDorset001,182995,1160,640
E07000052,West Dorset,E02004270,WestDorset002,227500,2050,780
E07000052,West Dorset,E02004271,WestDorset003,200000,1500,680
E07000052,West Dorset,E02004272,WestDorset004,215000,1800,770
E07000052,West Dorset,E02004273,WestDorset005,204000,1580,650
E07000052,West Dorset,E02004274,WestDorset006,169500,890,630
E07000052,West Dorset,E02004275,WestDorset007,248975,2480,710
E07000052,West Dorset,E02004276,WestDorset008,157500,650,610
E07000052,West Dorset,E02004277,WestDorset009,175000,1000,710
E07000052,West Dorset,E02004278,WestDorset010,193000,1360,780
E07000052,West Dorset,E02004279,WestDorset011,212000,1740,750
E07000052,West Dorset,E02004280,WestDorset012,190000,1300,700
