Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000012,Neath Port Talbot,W02000200,NeathPortTalbot002,70000,0,590
W06000012,Neath Port Talbot,W02000201,NeathPortTalbot003,70000,0,550
W06000012,Neath Port Talbot,W02000202,NeathPortTalbot004,100000,0,650
W06000012,Neath Port Talbot,W02000203,NeathPortTalbot005,63000,0,620
W06000012,Neath Port Talbot,W02000204,NeathPortTalbot006,131000,120,780
W06000012,Neath Port Talbot,W02000205,NeathPortTalbot007,95000,0,620
W06000012,Neath Port Talbot,W02000206,NeathPortTalbot008,69000,0,520
W06000012,Neath Port Talbot,W02000207,NeathPortTalbot009,93500,0,720
W06000012,Neath Port Talbot,W02000208,NeathPortTalbot010,95000,0,640
W06000012,Neath Port Talbot,W02000209,NeathPortTalbot011,40000,0,470
W06000012,Neath Port Talbot,W02000210,NeathPortTalbot012,76000,0,650
W06000012,Neath Port Talbot,W02000211,NeathPortTalbot013,61070,0,550
W06000012,Neath Port Talbot,W02000212,NeathPortTalbot014,80000,0,580
W06000012,Neath Port Talbot,W02000213,NeathPortTalbot015,96750,0,680
W06000012,Neath Port Talbot,W02000214,NeathPortTalbot016,77000,0,530
W06000012,Neath Port Talbot,W02000215,NeathPortTalbot017,64300,0,540
W06000012,Neath Port Talbot,W02000216,NeathPortTalbot018,70000,0,610
W06000012,Neath Port Talbot,W02000217,NeathPortTalbot019,90000,0,660
W06000012,Neath Port Talbot,W02000417,NeathPortTalbot020,66000,0,590
