Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000021,Monmouthshire,W02000336,Monmouthshire001,165000,800,730
W06000021,Monmouthshire,W02000337,Monmouthshire002,135000,200,610
W06000021,Monmouthshire,W02000338,Monmouthshire003,169000,880,700
W06000021,Monmouthshire,W02000339,Monmouthshire004,159500,690,660
W06000021,Monmouthshire,W02000340,Monmouthshire005,208500,1670,770
W06000021,Monmouthshire,W02000341,Monmouthshire006,182000,1140,780
W06000021,Monmouthshire,W02000342,Monmouthshire007,219950,1899,950
W06000021,Monmouthshire,W02000343,Monmouthshire008,133000,160,630
W06000021,Monmouthshire,W02000344,Monmouthshire009,184950,1199,850
W06000021,Monmouthshire,W02000345,Monmouthshire010,133500,170,600
W06000021,Monmouthshire,W02000346,Monmouthshire011,160000,700,880
