Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000011,Swansea,W02000168,Swansea001,102998,0,660
W06000011,Swansea,W02000169,Swansea002,85000,0,620
W06000011,Swansea,W02000170,Swansea003,93000,0,690
W06000011,Swansea,W02000171,Swansea004,117000,0,850
W06000011,Swansea,W02000172,Swansea005,99975,0,600
W06000011,Swansea,W02000173,Swansea006,119475,0,750
W06000011,Swansea,W02000174,Swansea007,105000,0,660
W06000011,Swansea,W02000175,Swansea008,67250,0,610
W06000011,Swansea,W02000176,Swansea009,83500,0,580
W06000011,Swansea,W02000177,Swansea010,87950,0,670
W06000011,Swansea,W02000178,Swansea011,76000,0,480
W06000011,Swansea,W02000179,Swansea012,116475,0,760
W06000011,Swansea,W02000180,Swansea013,71000,0,550
W06000011,Swansea,W02000181,Swansea014,87000,0,540
W06000011,Swansea,W02000182,Swansea015,82450,0,600
W06000011,Swansea,W02000183,Swansea016,61000,0,550
W06000011,Swansea,W02000184,Swansea017,92000,0,610
W06000011,Swansea,W02000185,Swansea018,130000,100,790
W06000011,Swansea,W02000186,Swansea019,60000,0,460
W06000011,Swansea,W02000187,Swansea020,137500,250,740
W06000011,Swansea,W02000188,Swansea021,89950,0,570
W06000011,Swansea,W02000189,Swansea022,134875,198,650
W06000011,Swansea,W02000190,Swansea023,137500,250,780
W06000011,Swansea,W02000191,Swansea024,110000,0,690
W06000011,Swansea,W02000192,Swansea025,89000,0,500
W06000011,Swansea,W02000193,Swansea026,100000,0,570
W06000011,Swansea,W02000194,Swansea027,152000,540,820
W06000011,Swansea,W02000195,Swansea028,205000,1600,870
W06000011,Swansea,W02000196,Swansea029,145000,400,660
W06000011,Swansea,W02000197,Swansea030,238000,2260,820
W06000011,Swansea,W02000198,Swansea031,185000,1200,830
