Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E06000013,North Lincolnshire,E02002749,NorthLincolnshire001,100000,0,570
E06000013,North Lincolnshire,E02002750,NorthLincolnshire002,132000,140,680
E06000013,North Lincolnshire,E02002751,NorthLincolnshire003,95000,0,670
E06000013,North Lincolnshire,E02002752,NorthLincolnshire004,99950,0,650
E06000013,North Lincolnshire,E02002753,NorthLincolnshire005,90000,0,640
E06000013,North Lincolnshire,E02002754,NorthLincolnshire006,95750,0,650
E06000013,North Lincolnshire,E02002755,NorthLincolnshire007,74000,0,560
E06000013,North Lincolnshire,E02002756,NorthLincolnshire008,58500,0,490
E06000013,North Lincolnshire,E02002757,NorthLincolnshire009,85000,0,700
E06000013,North Lincolnshire,E02002758,NorthLincolnshire010,74000,0,590
E06000013,North Lincolnshire,E02002759,NorthLincolnshire011,113950,0,670
E06000013,North Lincolnshire,E02002760,NorthLincolnshire012,93000,0,690
E06000013,North Lincolnshire,E02002761,NorthLincolnshire013,112250,0,660
E06000013,North Lincolnshire,E02002762,NorthLincolnshire014,82000,0,550
E06000013,North Lincolnshire,E02002763,NorthLincolnshire015,80000,0,540
E06000013,North Lincolnshire,E02002764,NorthLincolnshire016,75000,0,580
E06000013,North Lincolnshire,E02002765,NorthLincolnshire017,72000,0,600
E06000013,North Lincolnshire,E02002766,NorthLincolnshire018,96500,0,610
E06000013,North Lincolnshire,E02002767,NorthLincolnshire019,110000,0,730
E06000013,North Lincolnshire,E02002768,NorthLincolnshire020,135000,200,760
E06000013,North Lincolnshire,E02002769,NorthLincolnshire021,117000,0,700
E06000013,North Lincolnshire,E02002770,NorthLincolnshire022,119000,0,690
E06000013,North Lincolnshire,E02002771,NorthLincolnshire023,135250,205,690
