Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000002,Gwynedd,W02000010,Gwynedd001,111000,0,570
W06000002,Gwynedd,W02000011,Gwynedd002,122000,0,600
W06000002,Gwynedd,W02000012,Gwynedd003,103346,0,660
W06000002,Gwynedd,W02000013,Gwynedd004,127500,50,760
W06000002,Gwynedd,W02000014,Gwynedd005,109500,0,650
W06000002,Gwynedd,W02000015,Gwynedd006,120000,0,600
W06000002,Gwynedd,W02000016,Gwynedd007,90000,0,640
W06000002,Gwynedd,W02000017,Gwynedd008,77000,0,590
W06000002,Gwynedd,W02000018,Gwynedd009,60000,0,530
W06000002,Gwynedd,W02000019,Gwynedd010,110000,0,600
W06000002,Gwynedd,W02000020,Gwynedd011,113800,0,630
W06000002,Gwynedd,W02000021,Gwynedd012,125000,0,590
W06000002,Gwynedd,W02000022,Gwynedd013,115000,0,570
W06000002,Gwynedd,W02000023,Gwynedd014,190000,1300,600
W06000002,Gwynedd,W02000024,Gwynedd015,77500,0,620
W06000002,Gwynedd,W02000025,Gwynedd016,100000,0,560
W06000002,Gwynedd,W02000026,Gwynedd017,111725,0,550
