Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000016,Rhondda Cynon Taf,W02000252,RhonddaCynonTaf001,72500,0,560
W06000016,Rhondda Cynon Taf,W02000253,RhonddaCynonTaf002,63000,0,590
W06000016,Rhondda Cynon Taf,W02000254,RhonddaCynonTaf003,62000,0,620
W06000016,Rhondda Cynon Taf,W02000255,RhonddaCynonTaf004,83000,0,630
W06000016,Rhondda Cynon Taf,W02000256,RhonddaCynonTaf005,50000,0,510
W06000016,Rhondda Cynon Taf,W02000257,RhonddaCynonTaf006,60000,0,520
W06000016,Rhondda Cynon Taf,W02000258,RhonddaCynonTaf007,42000,0,460
W06000016,Rhondda Cynon Taf,W02000259,RhonddaCynonTaf008,37000,0,480
W06000016,Rhondda Cynon Taf,W02000260,RhonddaCynonTaf009,39000,0,480
W06000016,Rhondda Cynon Taf,W02000261,RhonddaCynonTaf010,56375,0,540
W06000016,Rhondda Cynon Taf,W02000262,RhonddaCynonTaf011,50000,0,540
W06000016,Rhondda Cynon Taf,W02000263,RhonddaCynonTaf012,65000,0,590
W06000016,Rhondda Cynon Taf,W02000264,RhonddaCynonTaf013,38000,0,480
W06000016,Rhondda Cynon Taf,W02000265,RhonddaCynonTaf014,50000,0,520
W06000016,Rhondda Cynon Taf,W02000266,RhonddaCynonTaf015,67000,0,590
W06000016,Rhondda Cynon Taf,W02000267,RhonddaCynonTaf016,42000,0,520
W06000016,Rhondda Cynon Taf,W02000268,RhonddaCynonTaf017,50000,0,550
W06000016,Rhondda Cynon Taf,W02000269,RhonddaCynonTaf018,50000,0,520
W06000016,Rhondda Cynon Taf,W02000270,RhonddaCynonTaf019,82000,0,630
W06000016,Rhondda Cynon Taf,W02000271,RhonddaCynonTaf020,50000,0,510
W06000016,Rhondda Cynon Taf,W02000272,RhonddaCynonTaf021,79000,0,640
W06000016,Rhondda Cynon Taf,W02000273,RhonddaCynonTaf022,79950,0,540
W06000016,Rhondda Cynon Taf,W02000274,RhonddaCynonTaf023,80000,0,580
W06000016,Rhondda Cynon Taf,W02000275,RhonddaCynonTaf024,79000,0,590
W06000016,Rhondda Cynon Taf,W02000276,RhonddaCynonTaf025,128000,60,620
W06000016,Rhondda Cynon Taf,W02000277,RhonddaCynonTaf026,120000,0,640
W06000016,Rhondda Cynon Taf,W02000278,RhonddaCynonTaf027,125000,0,910
W06000016,Rhondda Cynon Taf,W02000279,RhonddaCynonTaf028,116000,0,650
W06000016,Rhondda Cynon Taf,W02000280,RhonddaCynonTaf029,118000,0,710
W06000016,Rhondda Cynon Taf,W02000281,RhonddaCynonTaf030,139000,280,720
W06000016,Rhondda Cynon Taf,W02000282,RhonddaCynonTaf031,138498,270,770
