Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E06000007,Warrington,E02002590,Warrington001,190000,1300,890
E06000007,Warrington,E02002591,Warrington002,155000,600,720
E06000007,Warrington,E02002592,Warrington003,121000,0,760
E06000007,Warrington,E02002593,Warrington004,101500,0,690
E06000007,Warrington,E02002594,Warrington005,100000,0,690
E06000007,Warrington,E02002595,Warrington006,80000,0,510
E06000007,Warrington,E02002596,Warrington007,122500,0,770
E06000007,Warrington,E02002597,Warrington008,72000,0,550
E06000007,Warrington,E02002598,Warrington009,165000,800,1160
E06000007,Warrington,E02002599,Warrington010,130000,100,990
E06000007,Warrington,E02002600,Warrington011,85000,0,570
E06000007,Warrington,E02002601,Warrington012,137500,250,720
E06000007,Warrington,E02002602,Warrington013,75000,0,530
E06000007,Warrington,E02002603,Warrington014,125000,0,770
E06000007,Warrington,E02002604,Warrington015,135000,200,810
E06000007,Warrington,E02002605,Warrington016,120000,0,790
E06000007,Warrington,E02002606,Warrington017,79000,0,590
E06000007,Warrington,E02002607,Warrington018,97000,0,570
E06000007,Warrington,E02002608,Warrington019,135000,200,710
E06000007,Warrington,E02002609,Warrington020,103500,0,590
E06000007,Warrington,E02002610,Warrington021,216500,1830,930
E06000007,Warrington,E02002611,Warrington022,179000,1080,880
E06000007,Warrington,E02002612,Warrington023,180000,1100,890
E06000007,Warrington,E02002613,Warrington024,263750,3188,1260
E06000007,Warrington,E02002614,Warrington025,290000,4500,1180
