Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000212,Runnymede,E02006393,Runnymede001,245000,2400,940
E07000212,Runnymede,E02006394,Runnymede002,325000,6250,900
E07000212,Runnymede,E02006395,Runnymede003,280000,4000,910
E07000212,Runnymede,E02006396,Runnymede004,312500,5625,910
E07000212,Runnymede,E02006397,Runnymede005,490000,14500,1210
E07000212,Runnymede,E02006398,Runnymede006,240000,2300,900
E07000212,Runnymede,E02006399,Runnymede007,250000,2500,900
E07000212,Runnymede,E02006400,Runnymede008,325000,6250,1040
E07000212,Runnymede,E02006401,Runnymede009,275000,3750,880
E07000212,Runnymede,E02006402,Runnymede010,360000,8000,1010
