Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000015,Cardiff,W02000367,Cardiff001,185000,1200,960
W06000015,Cardiff,W02000368,Cardiff002,165000,800,920
W06000015,Cardiff,W02000369,Cardiff003,170000,900,980
W06000015,Cardiff,W02000370,Cardiff004,145000,400,830
W06000015,Cardiff,W02000371,Cardiff005,136500,230,650
W06000015,Cardiff,W02000372,Cardiff006,185000,1200,1000
W06000015,Cardiff,W02000373,Cardiff007,121000,0,590
W06000015,Cardiff,W02000374,Cardiff008,175000,1000,1000
W06000015,Cardiff,W02000375,Cardiff009,116000,0,680
W06000015,Cardiff,W02000376,Cardiff010,140000,300,750
W06000015,Cardiff,W02000377,Cardiff011,131500,130,730
W06000015,Cardiff,W02000378,Cardiff012,215500,1810,900
W06000015,Cardiff,W02000379,Cardiff013,122000,0,520
W06000015,Cardiff,W02000380,Cardiff014,165000,800,1010
W06000015,Cardiff,W02000381,Cardiff015,109450,0,550
W06000015,Cardiff,W02000382,Cardiff016,119975,0,510
W06000015,Cardiff,W02000383,Cardiff017,103000,0,560
W06000015,Cardiff,W02000384,Cardiff018,240000,2300,1010
W06000015,Cardiff,W02000385,Cardiff019,219000,1880,1020
W06000015,Cardiff,W02000386,Cardiff020,154500,590,830
W06000015,Cardiff,W02000387,Cardiff021,210000,1700,900
W06000015,Cardiff,W02000388,Cardiff022,133750,175,670
W06000015,Cardiff,W02000389,Cardiff023,153000,560,610
W06000015,Cardiff,W02000390,Cardiff024,188000,1260,850
W06000015,Cardiff,W02000391,Cardiff025,172000,940,780
W06000015,Cardiff,W02000392,Cardiff026,177000,1040,950
W06000015,Cardiff,W02000393,Cardiff027,123000,0,560
W06000015,Cardiff,W02000394,Cardiff028,159950,699,760
W06000015,Cardiff,W02000395,Cardiff029,199950,1499,880
W06000015,Cardiff,W02000396,Cardiff030,172000,940,730
W06000015,Cardiff,W02000397,Cardiff031,116500,0,610
W06000015,Cardiff,W02000398,Cardiff032,134950,199,690
W06000015,Cardiff,W02000399,Cardiff033,125000,0,610
W06000015,Cardiff,W02000400,Cardiff034,190000,1300,910
W06000015,Cardiff,W02000401,Cardiff035,180400,1108,830
W06000015,Cardiff,W02000402,Cardiff036,115000,0,560
W06000015,Cardiff,W02000403,Cardiff037,101750,0,530
W06000015,Cardiff,W02000404,Cardiff038,125000,0,550
W06000015,Cardiff,W02000405,Cardiff039,95000,0,440
W06000015,Cardiff,W02000406,Cardiff040,167000,840,680
W06000015,Cardiff,W02000407,Cardiff041,105750,0,500
W06000015,Cardiff,W02000408,Cardiff042,122500,0,530
W06000015,Cardiff,W02000409,Cardiff043,108000,0,570
W06000015,Cardiff,W02000410,Cardiff044,124500,0,580
W06000015,Cardiff,W02000411,Cardiff045,105000,0,530
W06000015,Cardiff,W02000412,Cardiff046,125000,0,560
W06000015,Cardiff,W02000422,Cardiff048,125000,0,990
W06000015,Cardiff,W02000423,Cardiff049,120000,0,690
