Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000170,Ashfield,E02005819,Ashfield001,91000,0,580
E07000170,Ashfield,E02005820,Ashfield002,100000,0,650
E07000170,Ashfield,E02005821,Ashfield003,80000,0,550
E07000170,Ashfield,E02005822,Ashfield004,71250,0,640
E07000170,Ashfield,E02005823,Ashfield005,78000,0,490
E07000170,Ashfield,E02005824,Ashfield006,91000,0,680
E07000170,Ashfield,E02005825,Ashfield007,88500,0,640
E07000170,Ashfield,E02005826,Ashfield008,76000,0,510
E07000170,Ashfield,E02005827,Ashfield009,112000,0,700
E07000170,Ashfield,E02005828,Ashfield010,94000,0,640
E07000170,Ashfield,E02005829,Ashfield011,100000,0,640
E07000170,Ashfield,E02005830,Ashfield012,94000,0,640
E07000170,Ashfield,E02005831,Ashfield013,132000,140,670
E07000170,Ashfield,E02005832,Ashfield014,90000,0,620
E07000170,Ashfield,E02005833,Ashfield015,115000,0,700
E07000170,Ashfield,E02005834,Ashfield016,93250,0,570
