Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000013,Bridgend,W02000218,Bridgend001,45000,0,510
W06000013,Bridgend,W02000219,Bridgend002,71000,0,570
W06000013,Bridgend,W02000220,Bridgend003,57000,0,560
W06000013,Bridgend,W02000221,Bridgend004,57000,0,570
W06000013,Bridgend,W02000222,Bridgend005,82500,0,640
W06000013,Bridgend,W02000223,Bridgend006,113000,0,650
W06000013,Bridgend,W02000224,Bridgend007,101750,0,650
W06000013,Bridgend,W02000225,Bridgend008,94000,0,580
W06000013,Bridgend,W02000226,Bridgend009,117000,0,690
W06000013,Bridgend,W02000227,Bridgend010,110000,0,580
W06000013,Bridgend,W02000228,Bridgend011,148995,480,780
W06000013,Bridgend,W02000229,Bridgend012,112000,0,610
W06000013,Bridgend,W02000230,Bridgend013,145000,400,930
W06000013,Bridgend,W02000231,Bridgend014,107000,0,600
W06000013,Bridgend,W02000232,Bridgend015,117000,0,850
W06000013,Bridgend,W02000233,Bridgend016,115000,0,720
W06000013,Bridgend,W02000234,Bridgend017,136000,220,830
W06000013,Bridgend,W02000235,Bridgend018,151750,535,690
W06000013,Bridgend,W02000236,Bridgend019,155000,600,650
