Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000219,Nuneaton and Bedworth,E02006475,NuneatonandBedworth001,167000,840,710
E07000219,Nuneaton and Bedworth,E02006476,NuneatonandBedworth002,100000,0,530
E07000219,Nuneaton and Bedworth,E02006477,NuneatonandBedworth003,205000,1600,870
E07000219,Nuneaton and Bedworth,E02006478,NuneatonandBedworth004,119750,0,820
E07000219,Nuneaton and Bedworth,E02006479,NuneatonandBedworth005,91500,0,550
E07000219,Nuneaton and Bedworth,E02006480,NuneatonandBedworth006,96000,0,570
E07000219,Nuneaton and Bedworth,E02006481,NuneatonandBedworth007,98500,0,570
E07000219,Nuneaton and Bedworth,E02006482,NuneatonandBedworth008,124500,0,660
E07000219,Nuneaton and Bedworth,E02006483,NuneatonandBedworth009,95000,0,530
E07000219,Nuneaton and Bedworth,E02006484,NuneatonandBedworth010,103000,0,620
E07000219,Nuneaton and Bedworth,E02006485,NuneatonandBedworth011,181000,1120,850
E07000219,Nuneaton and Bedworth,E02006486,NuneatonandBedworth012,121500,0,650
E07000219,Nuneaton and Bedworth,E02006487,NuneatonandBedworth013,109500,0,520
E07000219,Nuneaton and Bedworth,E02006488,NuneatonandBedworth014,150000,500,580
E07000219,Nuneaton and Bedworth,E02006489,NuneatonandBedworth015,115000,0,620
E07000219,Nuneaton and Bedworth,E02006490,NuneatonandBedworth016,110000,0,630
E07000219,Nuneaton and Bedworth,E02006806,NuneatonandBedworth018,114000,0,570
