Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000022,Newport,W02000347,Newport001,135000,200,800
W06000022,Newport,W02000348,Newport002,112500,0,640
W06000022,Newport,W02000349,Newport003,90000,0,460
W06000022,Newport,W02000350,Newport004,163110,762,780
W06000022,Newport,W02000351,Newport005,97500,0,560
W06000022,Newport,W02000352,Newport006,85000,0,590
W06000022,Newport,W02000353,Newport007,93000,0,610
W06000022,Newport,W02000354,Newport008,110000,0,590
W06000022,Newport,W02000355,Newport009,155000,600,800
W06000022,Newport,W02000356,Newport010,80000,0,460
W06000022,Newport,W02000357,Newport011,85000,0,570
W06000022,Newport,W02000358,Newport012,179500,1090,800
W06000022,Newport,W02000359,Newport013,81000,0,520
W06000022,Newport,W02000360,Newport014,87000,0,570
W06000022,Newport,W02000361,Newport015,89950,0,520
W06000022,Newport,W02000362,Newport016,116000,0,720
W06000022,Newport,W02000363,Newport017,105000,0,570
W06000022,Newport,W02000364,Newport018,100000,0,460
W06000022,Newport,W02000365,Newport019,124998,0,540
W06000022,Newport,W02000366,Newport020,152500,550,910
