Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000006,Wrexham,W02000080,Wrexham003,120000,0,640
W06000006,Wrexham,W02000081,Wrexham004,119000,0,620
W06000006,Wrexham,W02000082,Wrexham005,97000,0,590
W06000006,Wrexham,W02000083,Wrexham006,102000,0,630
W06000006,Wrexham,W02000084,Wrexham007,147000,440,700
W06000006,Wrexham,W02000085,Wrexham008,129000,80,630
W06000006,Wrexham,W02000086,Wrexham009,107500,0,600
W06000006,Wrexham,W02000087,Wrexham010,66000,0,500
W06000006,Wrexham,W02000088,Wrexham011,86500,0,650
W06000006,Wrexham,W02000089,Wrexham012,86000,0,540
W06000006,Wrexham,W02000090,Wrexham013,100000,0,630
W06000006,Wrexham,W02000091,Wrexham014,105000,0,640
W06000006,Wrexham,W02000092,Wrexham015,90000,0,510
W06000006,Wrexham,W02000093,Wrexham016,116800,0,680
W06000006,Wrexham,W02000094,Wrexham017,90000,0,510
W06000006,Wrexham,W02000095,Wrexham018,160500,710,710
W06000006,Wrexham,W02000096,Wrexham019,114000,0,580
W06000006,Wrexham,W02000420,Wrexham020,165000,800,720
