Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
E07000211,Reigate and Banstead,E02006375,ReigateandBanstead001,382000,9100,1140
E07000211,Reigate and Banstead,E02006376,ReigateandBanstead002,340000,7000,940
E07000211,Reigate and Banstead,E02006377,ReigateandBanstead003,455000,12750,1100
E07000211,Reigate and Banstead,E02006378,ReigateandBanstead004,345000,7250,1060
E07000211,Reigate and Banstead,E02006379,ReigateandBanstead005,271000,3550,780
E07000211,Reigate and Banstead,E02006380,ReigateandBanstead006,360000,8000,1140
E07000211,Reigate and Banstead,E02006381,ReigateandBanstead007,425000,11250,1010
E07000211,Reigate and Banstead,E02006382,ReigateandBanstead008,270000,3500,840
E07000211,Reigate and Banstead,E02006383,ReigateandBanstead009,287500,4375,1170
E07000211,Reigate and Banstead,E02006384,ReigateandBanstead010,212000,1740,980
E07000211,Reigate and Banstead,E02006385,ReigateandBanstead011,225000,2000,1140
E07000211,Reigate and Banstead,E02006386,ReigateandBanstead012,285000,4250,1200
E07000211,Reigate and Banstead,E02006387,ReigateandBanstead013,330000,6500,990
E07000211,Reigate and Banstead,E02006388,ReigateandBanstead014,249500,2490,970
E07000211,Reigate and Banstead,E02006389,ReigateandBanstead015,300000,5000,920
E07000211,Reigate and Banstead,E02006390,ReigateandBanstead016,309975,5499,960
E07000211,Reigate and Banstead,E02006391,ReigateandBanstead017,307500,5375,1270
E07000211,Reigate and Banstead,E02006392,ReigateandBanstead018,191000,1320,870
