Local_authority_code,Local_authority_name,MSOA_code,MSOA_name,House_Price,Stamp_Duty,Income_Est
W06000020,Torfaen,W02000323,Torfaen001,59250,0,520
W06000020,Torfaen,W02000324,Torfaen002,84000,0,560
W06000020,Torfaen,W02000325,Torfaen003,75000,0,520
W06000020,Torfaen,W02000326,Torfaen004,77250,0,570
W06000020,Torfaen,W02000327,Torfaen005,146000,420,700
W06000020,Torfaen,W02000328,Torfaen006,107000,0,640
W06000020,Torfaen,W02000329,Torfaen007,86000,0,570
W06000020,Torfaen,W02000330,Torfaen008,106000,0,600
W06000020,Torfaen,W02000331,Torfaen009,89000,0,490
W06000020,Torfaen,W02000332,Torfaen010,85000,0,450
W06000020,Torfaen,W02000333,Torfaen011,101000,0,630
W06000020,Torfaen,W02000334,Torfaen012,115000,0,770
W06000020,Torfaen,W02000335,Torfaen013,135000,200,730
